Plugin ID,CVE,CVSS,Risk,Host,Protocol,Port,Name,Synopsis,Description,Solution,See Also,Plugin Output
"33817","","","None","digix.com.br","tcp","443","CGI Generic Tests Load Estimation (all tests)","Load estimation for web application tests.","This script computes the maximum number of requests that would be done 
by the generic web tests, depending on miscellaneous options. 
It does not perform any test by itself.

The results can be used to estimate the duration of these tests, or 
the complexity of additional manual tests.

Note that the script does not try to compute this duration based 
on external factors such as the network and web servers loads.","n/a","","Here are the estimated number of requests in miscellaneous modes
for one method only (GET or POST) :
[Single / Some Pairs / All Pairs / Some Combinations / All Combinations]

injectable parameter                     : S=700        SP=2734      AP=2734      SC=17450     AC=17450    
blind SQL injection (4 requests)         : S=1400       SP=5468      AP=5468      SC=34900     AC=34900    
arbitrary command execution (time based) : S=2100       SP=8202      AP=8202      SC=52350     AC=52350    
cross-site scripting (comprehensive test): S=1400       SP=5468      AP=5468      SC=34900     AC=34900    
directory traversal (extended test)      : S=17850      SP=69717     AP=69717     SC=444975    AC=444975   
arbitrary command execution              : S=5600       SP=21872     AP=21872     SC=139600    AC=139600   
local file inclusion                     : S=350        SP=1367      AP=1367      SC=8725      AC=8725     
web code injection                       : S=350        SP=1367      AP=1367      SC=8725      AC=8725     
SQL injection                            : S=8400       SP=32808     AP=32808     SC=209400    AC=209400   
directory traversal (write access)       : S=700        SP=2734      AP=2734      SC=17450     AC=17450    
unseen parameters                        : S=12250      SP=47845     AP=47845     SC=305375    AC=305375   
format string                            : S=700        SP=2734      AP=2734      SC=17450     AC=17450    
directory traversal                      : S=8750       SP=34175     AP=34175     SC=218125    AC=218125   
XML injection                            : S=350        SP=1367      AP=1367      SC=8725      AC=8725     
persistent XSS                           : S=1400       SP=5468      AP=5468      SC=34900     AC=34900    
SSI injection                            : S=1050       SP=4101      AP=4101      SC=26175     AC=26175    
SQL injection (2nd order)                : S=350        SP=1367      AP=1367      SC=8725      AC=8725     
blind SQL injection                      : S=4200       SP=16404     AP=16404     SC=104700    AC=104700   

All tests                                : S=67900      SP=265198    AP=265198    SC=1692650   AC=1692650  

Here are the estimated number of requests in miscellaneous modes
for both methods (GET and POST) :
[Single / Some Pairs / All Pairs / Some Combinations / All Combinations]

injectable parameter                     : S=1400       SP=5468      AP=5468      SC=34900     AC=34900    
blind SQL injection (4 requests)         : S=2800       SP=10936     AP=10936     SC=69800     AC=69800    
arbitrary command execution (time based) : S=4200       SP=16404     AP=16404     SC=104700    AC=104700   
cross-site scripting (comprehensive test): S=2800       SP=10936     AP=10936     SC=69800     AC=69800    
directory traversal (extended test)      : S=35700      SP=139434    AP=139434    SC=889950    AC=889950   
arbitrary command execution              : S=11200      SP=43744     AP=43744     SC=279200    AC=279200   
local file inclusion                     : S=700        SP=2734      AP=2734      SC=17450     AC=17450    
web code injection                       : S=700        SP=2734      AP=2734      SC=17450     AC=17450    
SQL injection                            : S=16800      SP=65616     AP=65616     SC=418800    AC=418800   
directory traversal (write access)       : S=1400       SP=5468      AP=5468      SC=34900     AC=34900    
unseen parameters                        : S=24500      SP=95690     AP=95690     SC=610750    AC=610750   
format string                            : S=1400       SP=5468      AP=5468      SC=34900     AC=34900    
directory traversal                      : S=17500      SP=68350     AP=68350     SC=436250    AC=436250   
XML injection                            : S=700        SP=2734      AP=2734      SC=17450     AC=17450    
persistent XSS                           : S=2800       SP=10936     AP=10936     SC=69800     AC=69800    
SSI injection                            : S=2100       SP=8202      AP=8202      SC=52350     AC=52350    
SQL injection (2nd order)                : S=700        SP=2734      AP=2734      SC=17450     AC=17450    
blind SQL injection                      : S=8400       SP=32808     AP=32808     SC=209400    AC=209400   

All tests                                : S=135800     SP=530396    AP=530396    SC=3385300   AC=3385300  

Your mode : single, GET or POST.
Maximum number of requests : 67900
"
"39470","","","None","digix.com.br","tcp","80","CGI Generic Tests Timeout","Some generic CGI attacks ran out of time.","Some generic CGI tests ran out of time during the scan. The results
may be incomplete.","Consider increasing the 'maximum run time (minutes)' preference for
the 'Web Applications Settings' in order to prevent the CGI scanning
from timing out. Less ambitious options could also be used, such as :

  - Test more that one parameter at a time per form :
    'Test all combinations of parameters' is much slower
    than 'Test random pairs of parameters' or 'Test all
    pairs of parameters (slow)'.

  - 'Stop after one flaw is found per web server (fastest)'
    under 'Do not stop after the first flaw is found per web
    page' is quicker than 'Look for all flaws (slowest)'.

  - In the Settings/Advanced menu, try reducing the value
    for 'Max number of concurrent TCP sessions per host' or
    'Max simultaneous checks per host'.","","The following tests timed out without finding any flaw :
- directory traversal
- arbitrary command execution
- cross-site scripting (comprehensive test)
- SQL injection (2nd order)
- local file inclusion
- SSI injection
- SQL injection
- web code injection

The following tests were interrupted and did not report all possible flaws :
- injectable parameter

"
"39470","","","None","digix.com.br","tcp","443","CGI Generic Tests Timeout","Some generic CGI attacks ran out of time.","Some generic CGI tests ran out of time during the scan. The results
may be incomplete.","Consider increasing the 'maximum run time (minutes)' preference for
the 'Web Applications Settings' in order to prevent the CGI scanning
from timing out. Less ambitious options could also be used, such as :

  - Test more that one parameter at a time per form :
    'Test all combinations of parameters' is much slower
    than 'Test random pairs of parameters' or 'Test all
    pairs of parameters (slow)'.

  - 'Stop after one flaw is found per web server (fastest)'
    under 'Do not stop after the first flaw is found per web
    page' is quicker than 'Look for all flaws (slowest)'.

  - In the Settings/Advanced menu, try reducing the value
    for 'Max number of concurrent TCP sessions per host' or
    'Max simultaneous checks per host'.","","The following tests timed out without finding any flaw :
- injectable parameter
- directory traversal
- arbitrary command execution
- cross-site scripting (comprehensive test)
- SQL injection (2nd order)
- local file inclusion
- SSI injection
- SQL injection
- web code injection

"
"43111","","","None","digix.com.br","tcp","80","HTTP Methods Allowed (per directory)","This plugin determines which HTTP methods are allowed on various CGI
directories.","By calling the OPTIONS method, it is possible to determine which HTTP 
methods are allowed on each directory. 

As this list may be incomplete, the plugin also tests - if 'Thorough
tests' are enabled or 'Enable web applications tests' is set to 'yes'
in the scan policy - various known HTTP methods on each directory and
considers them as unsupported if it receives a response code of 400,
403, 405, or 501. 

Note that the plugin output is only informational and does not
necessarily indicate the presence of any security vulnerabilities.","n/a","","Based on the response to an OPTIONS request :

  - HTTP methods  GET  HEAD  POST  TRACE OPTIONS are allowed on : 

    /
    /News
    /agilidade-no-governo
    /agilidade-no-governo/feed
    /agilidade-no-governo/page/2
    /analise-integrada-o-que-e-e-qual-sua-importancia-para-o-setor-publico
    /analise-integrada-o-que-e-e-qual-sua-importancia-para-o-setor-publico/feed
    /automacao-de-processos-servidor-publico
    /automacao-de-processos-servidor-publico/feed
    /beta
    /blog
    /cases
    /cases/cheff-escolar
    /cases/nexxus
    /cases/papelzero
    /como-a-tecnologia-ajuda-a-superar-os-desafios-da-gestao-publica
    /como-a-tecnologia-ajuda-a-superar-os-desafios-da-gestao-publica/feed


Based on tests of each method : 

  - HTTP methods CONNECT GET HEAD OPTIONS POST are allowed on : 

    /
    /News
    /agilidade-no-governo
    /agilidade-no-governo/feed
    /agilidade-no-governo/page/2
    /analise-integrada-o-que-e-e-qual-sua-importancia-para-o-setor-publico
    /analise-integrada-o-que-e-e-qual-sua-importancia-para-o-setor-publico/feed
    /automacao-de-processos-servidor-publico/feed
    /beta
    /blog
    /cases
    /cases/cheff-escolar
    /cases/nexxus
    /cases/papelzero
    /como-a-tecnologia-ajuda-a-superar-os-desafios-da-gestao-publica
    /como-a-tecnologia-ajuda-a-superar-os-desafios-da-gestao-publica/feed

  - HTTP methods CONNECT GET OPTIONS POST are allowed on : 

    /automacao-de-processos-servidor-publico

"
"43111","","","None","digix.com.br","tcp","443","HTTP Methods Allowed (per directory)","This plugin determines which HTTP methods are allowed on various CGI
directories.","By calling the OPTIONS method, it is possible to determine which HTTP 
methods are allowed on each directory. 

As this list may be incomplete, the plugin also tests - if 'Thorough
tests' are enabled or 'Enable web applications tests' is set to 'yes'
in the scan policy - various known HTTP methods on each directory and
considers them as unsupported if it receives a response code of 400,
403, 405, or 501. 

Note that the plugin output is only informational and does not
necessarily indicate the presence of any security vulnerabilities.","n/a","","Based on the response to an OPTIONS request :

  - HTTP methods  GET  HEAD  POST  TRACE OPTIONS are allowed on : 

    /
    /News
    /agilidade-no-governo
    /agilidade-no-governo/feed
    /agilidade-no-governo/page/2
    /analise-integrada-o-que-e-e-qual-sua-importancia-para-o-setor-publico
    /analise-integrada-o-que-e-e-qual-sua-importancia-para-o-setor-publico/feed
    /automacao-de-processos-servidor-publico
    /automacao-de-processos-servidor-publico/feed
    /beta
    /blog


Based on tests of each method : 

  - HTTP methods CONNECT GET HEAD OPTIONS POST are allowed on : 

    /
    /News
    /agilidade-no-governo
    /agilidade-no-governo/page/2
    /analise-integrada-o-que-e-e-qual-sua-importancia-para-o-setor-publico
    /analise-integrada-o-que-e-e-qual-sua-importancia-para-o-setor-publico/feed
    /automacao-de-processos-servidor-publico
    /automacao-de-processos-servidor-publico/feed
    /beta

  - HTTP methods CONNECT GET OPTIONS POST are allowed on : 

    /agilidade-no-governo/feed

"
"45410","","","None","digix.com.br","tcp","443","SSL Certificate 'commonName' Mismatch","The 'commonName' (CN) attribute in the SSL certificate does not match
the hostname.","The service running on the remote host presents an SSL certificate for
which the 'commonName' (CN) attribute does not match the hostname on
which the service listens.","If the machine has several names, make sure that users connect to the
service through the DNS hostname that matches the common name in the
certificate.","","
The host name known by Nessus is :

  digix.com.br

The Common Name in the certificate is :

  *.azurewebsites.net

The Subject Alternate Names in the certificate are :

  *.azure-mobile.net
  *.azurewebsites.net
  *.scm.azure-mobile.net
  *.scm.azurewebsites.net
  *.sso.azurewebsites.net
"
"45590","","","None","digix.com.br","tcp","0","Common Platform Enumeration (CPE)","It was possible to enumerate CPE names that matched on the remote
system.","By using information obtained from a Nessus scan, this plugin reports
CPE (Common Platform Enumeration) matches for various hardware and
software products found on a host. 

Note that if an official CPE is not available for the product, this
plugin computes the best possible CPE based on the information
available from the scan.","n/a","http://cpe.mitre.org/
https://nvd.nist.gov/products/cpe","
The remote operating system matched the following CPE : 

  cpe:/o:microsoft:windows_10

Following application CPE's matched on the remote system :

  cpe:/a:microsoft:iis:10.0
  cpe:/a:php:php:5.6.37
"
"47830","","","None","digix.com.br","tcp","80","CGI Generic Injectable Parameter","Some CGIs are candidate for extended injection tests.","Nessus was able to to inject innocuous strings into CGI parameters
and read them back in the HTTP response.

The affected parameters are candidates for extended injection tests
like cross-site scripting attacks.

This is not a weakness per se, the main purpose of this test is to speed
up other scripts.  The results may be useful for a human pen-tester.","n/a","","
Using the GET HTTP method, Nessus found that :

+ The following resources may be vulnerable to injectable parameter :

+ The 's' parameter of the / CGI :

/?s=%00mnppri

-------- output --------
<head>

<title>Voc.. pesquisou por mnppri | Digix</title>

<meta http-equiv=""content-language"" content=""pt-br"">
------------------------

Clicking directly on these URLs should exhibit the issue :
(you will probably need to read the HTML source)

http://digix.com.br/?s=%00mnppri

"
"48243","","","None","digix.com.br","tcp","80","PHP Version Detection","It was possible to obtain the version number of the remote PHP
installation.","Nessus was able to determine the version of PHP available on the
remote web server.","n/a","","
Nessus was able to identify the following PHP version information :

  Version : 5.6.37
  Source  : X-Powered-By: PHP/5.6.37
"
"48243","","","None","digix.com.br","tcp","443","PHP Version Detection","It was possible to obtain the version number of the remote PHP
installation.","Nessus was able to determine the version of PHP available on the
remote web server.","n/a","","
Nessus was able to identify the following PHP version information :

  Version : 5.6.37
  Source  : X-Powered-By: PHP/5.6.37
"
"49704","","","None","digix.com.br","tcp","80","External URLs","Links to external sites were gathered.","Nessus gathered HREF links to external sites by crawling the remote
web server.","n/a","","
67 external URLs were gathered on this web server : 
URL...                                  - Seen on...


http://colaborador.digix.com.br/        - /
http://radios.ebc.com.br/amazonia-brasileira/edicao/2015-06/sobrepeso-e-obesidade-infantil-crescem-no-brasil?utm_source=blog&utm_campaign=rc_blogpost - /entenda-a-legislacao-da-merenda-escolar-de-forma-simples/
http://s.w.org                          - /
http://www.acessoainformacao.gov.br/perguntas-frequentes/aspectos-gerais-da-lei - /como-a-tecnologia-ajuda-a-superar-os-desafios-da-gestao-publica/
http://www.digix.com.br/5-desafios-da-tecnologia-para-o-governo/ - /como-fazer-treinamento-no-setor-publico/
http://www.digix.com.br/alimentacao-escolar-pode-melhorar/ - /transformacao-digital-no-setor-publico/
http://www.digix.com.br/areas-investimentos-publicos/ - /automacao-de-processos-servidor-publico/
http://www.digix.com.br/automacao-de-processos-servidor-publico/ - /gestao-de-pessoas-no-servico-publico/
http://www.digix.com.br/cases/cheff-escolar/ - /transformacao-digital-no-setor-publico/
http://www.digix.com.br/cases/cheff-escolar/?utm_source=blog&utm_campaign=rc_blogpost - /entenda-a-legislacao-da-merenda-escolar-de-forma-simples/
http://www.digix.com.br/cases/nexxus/   - /cases/papelzero/
http://www.digix.com.br/cases/papelzero/ - /transformacao-digital-no-setor-publico/
http://www.digix.com.br/como-a-metodologia-agil-pode-otimizar-o-setor-publico/ - /gestao-de-pessoas-no-servico-publico/
http://www.digix.com.br/como-a-tecnologia-ajuda-a-superar-os-desafios-da-gestao-publica/ - /como-fazer-treinamento-no-setor-publico/
http://www.digix.com.br/como-realizar-uma-gestao-de-documentos-no-setor-publico/ - /analise-integrada-o-que-e-e-qual-sua-importancia-para-o-setor-publico/
http://www.digix.com.br/computacao-em-nuvem-nos-servicos-publicos/ - /design-thinking-governo/
http://www.digix.com.br/disrupcao-governamental/ - /design-thinking-governo/
http://www.digix.com.br/etica-no-servico-publico/ - /gestao-de-pessoas-no-servico-publico/
http://www.digix.com.br/gestao-data-driven-dados-setor-publico/ - /automacao-de-processos-servidor-publico/
http://www.digix.com.br/gestao-de-convenios-educacao/ - /automacao-de-processos-servidor-publico/
http://www.digix.com.br/gestao-de-convenios-educacao/?utm_source=blog&utm_campaign=rc_blogpost - /transporte-escolar-escolas-publicas/
http://www.digix.com.br/gestao-de-pessoas-no-servico-publico/ - /analise-integrada-o-que-e-e-qual-sua-importancia-para-o-setor-publico/
http://www.digix.com.br/governo-eletronico-informatizacao/ - /como-a-tecnologia-ajuda-a-superar-os-desafios-da-gestao-publica/
http://www.digix.com.br/hackathon-descubra-o-potencial-para-o-setor-publico/ - /gestao-de-pessoas-no-servico-publico/
http://www.digix.com.br/indicadores-de-educacao-para-gestor-publico/?utm_source=blog&utm_campaign=rc_blogpost - /transporte-escolar-escolas-publicas/
http://www.digix.com.br/inovacao-no-setor-publico/ - /transformacao-digital-no-setor-publico/
http://www.digix.com.br/interoperabilidade-como-os-softwares-governamentais-podem-conversar/ - /analise-integrada-o-que-e-e-qual-sua-importancia-para-o-setor-publico/
http://www.digix.com.br/interoperabilidade-como-os-softwares-governamentais/ - /como-fazer-treinamento-no-setor-publico/
http://www.digix.com.br/intraempreendedorismo-um-caminho-possivel-para-o-servidor-publico/ - /transformacao-digital-no-setor-publico/
http://www.digix.com.br/mbv-entenda-o-que-e-minima-burocracia-viavel-no-governo/ - /como-a-tecnologia-ajuda-a-superar-os-desafios-da-gestao-publica/
http://www.digix.com.br/minima-burocracia-viavel-no-governo/ - /como-fazer-treinamento-no-setor-publico/
http://www.digix.com.br/o-que-garante-um-governo-transparente/ - /automacao-de-processos-servidor-publico/
http://www.digix.com.br/prestacao-de-contas-publicas/ - /como-a-tecnologia-ajuda-a-superar-os-desafios-da-gestao-publica/
http://www.digix.com.br/recursos-publicos-roi-das-acoes/ - /analise-integrada-o-que-e-e-qual-sua-importancia-para-o-setor-publico/
http://www.digix.com.br/setor-publico-facilitar-acesso-credito-imobiliario/ - /analise-integrada-o-que-e-e-qual-sua-importancia-para-o-setor-publico/
http://www.digix.com.br/sistemas-personalizados-para-solucoes-publicas/ - /automacao-de-processos-servidor-publico/
http://www.digix.com.br/software-pode-ajudar-educacao/ - /automacao-de-processos-servidor-publico/
http://www.digix.com.br/software-pode-ajudar-educacao/?utm_source=blog&utm_campaign=rc_blogpost - /transporte-escolar-escolas-publicas/
http://www.digix.com.br/sustentabilidade-publica-governo-sem-papel-impresso/ - /como-a-tecnologia-ajuda-a-superar-os-desafios-da-gestao-publica/
http://www.digix.com.br/tecnologias-transformar-servico-publico/ - /automacao-de-processos-servidor-publico/
http://www.digix.com.br/terceirizacao-na-administracao-publica/ - /analise-integrada-o-que-e-e-qual-sua-importancia-para-o-setor-publico/
http://www.digix.com.br/transformacao-digital-no-setor-publico/ - /como-fazer-treinamento-no-setor-publico/
http://www.digix.com.br/transformacao-digital-setor-publico/ - /design-thinking-governo/
http://www.digix.com.br/usos-da-tecnologia-da-informacao-para-a-gestao-publica/ - /automacao-de-processos-servidor-publico/
http://www.fnde.gov.br/programas/alimentacao-escolar/alimentacao-escolar-conselho-de-alimentacao-escolar?utm_source=blog&utm_campaign=rc_blogpost - /entenda-a-legislacao-da-merenda-escolar-de-forma-simples/
http://www.fnde.gov.br/programas/alimentacao-escolar?utm_source=blog&utm_campaign=rc_blogpost - /entenda-a-legislacao-da-merenda-escolar-de-forma-simples/
http://www.leidatransparencia.cnm.org.br/ - /como-a-tecnologia-ajuda-a-superar-os-desafios-da-gestao-publica/
http://www.planalto.gov.br/CCivil_03/leis/LCP/Lcp131.htm - /automacao-de-processos-servidor-publico/
http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2009/lei/l11947.htm?utm_source=blog&utm_campaign=rc_blogpost - /entenda-a-legislacao-da-merenda-escolar-de-forma-simples/
http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2011/lei/l12527.htm - /automacao-de-processos-servidor-publico/
http://www.planalto.gov.br/ccivil_03/constituicao/constituicao.htm?utm_source=blog&utm_campaign=rc_blogpost - /entenda-a-legislacao-da-merenda-escolar-de-forma-simples/
http://www.planalto.gov.br/ccivil_03/leis/L9394.htm?utm_source=blog&utm_campaign=rc_blogpost - /transporte-escolar-escolas-publicas/
http://www.planalto.gov.br/ccivil_03/leis/LCP/Lcp123.htm?utm_source=blog&utm_campaign=rc_blogpost - /entenda-a-legislacao-da-merenda-escolar-de-forma-simples/
http://www.planalto.gov.br/ccivil_03/mpv/antigas_2001/2200-2.htm - /automacao-de-processos-servidor-publico/
http://www.wegov.net.br/programa-hubgov-2017/ - /design-thinking-governo/
http://www2.camara.leg.br/legin/fed/decret/2018/decreto-9318-20-marco-2018-786341-publicacaooriginal-155070-pe.html - /transformacao-digital-no-setor-publico/
https://18f.gsa.gov                     - /design-thinking-governo/
https://digix.gupy.io/                  - /
https://nacoesunidas.org/centro-da-onu-participa-de-celebracao-dos-62-anos-do-programa-nacional-de-alimentacao-escolar/?utm_source=blog&utm_campaign=rc_blogpost - /entenda-a-legislacao-da-merenda-escolar-de-forma-simples/
https://www.facebook.com/somosdigix     - /
https://www.facebook.com/somosdigix/    - /analise-integrada-o-que-e-e-qual-sua-importancia-para-o-setor-publico/
https://www.google.com/recaptcha/api/fallback?k=6LdLmm8UAAAAACna4LPHqNTXBurDqdSzHQQGMETV - /quem-somos/
https://www.instagram.com/somosdigix    - /
https://www.linkedin.com/company/somosdigix - /
https://www.poupatempo.sp.gov.br/       - /design-thinking-governo/
https://www.twitter.com/somosdigix      - /
https://www.youtube.com/embed/s5nIj1fKZ6g?feature=oembed - /cases/cheff-escolar/
"
"49704","","","None","digix.com.br","tcp","443","External URLs","Links to external sites were gathered.","Nessus gathered HREF links to external sites by crawling the remote
web server.","n/a","","
67 external URLs were gathered on this web server : 
URL...                                  - Seen on...


http://colaborador.digix.com.br/        - 
http://radios.ebc.com.br/amazonia-brasileira/edicao/2015-06/sobrepeso-e-obesidade-infantil-crescem-no-brasil?utm_source=blog&utm_campaign=rc_blogpost - 
http://www.acessoainformacao.gov.br/perguntas-frequentes/aspectos-gerais-da-lei - 
http://www.digix.com.br/5-desafios-da-tecnologia-para-o-governo/ - 
http://www.digix.com.br/alimentacao-escolar-pode-melhorar/ - 
http://www.digix.com.br/areas-investimentos-publicos/ - 
http://www.digix.com.br/automacao-de-processos-servidor-publico/ - 
http://www.digix.com.br/cases/cheff-escolar/ - 
http://www.digix.com.br/cases/cheff-escolar/?utm_source=blog&utm_campaign=rc_blogpost - 
http://www.digix.com.br/cases/nexxus/   - 
http://www.digix.com.br/cases/papelzero/ - 
http://www.digix.com.br/como-a-metodologia-agil-pode-otimizar-o-setor-publico/ - 
http://www.digix.com.br/como-a-tecnologia-ajuda-a-superar-os-desafios-da-gestao-publica/ - 
http://www.digix.com.br/como-realizar-uma-gestao-de-documentos-no-setor-publico/ - 
http://www.digix.com.br/computacao-em-nuvem-nos-servicos-publicos/ - 
http://www.digix.com.br/disrupcao-governamental/ - 
http://www.digix.com.br/etica-no-servico-publico/ - 
http://www.digix.com.br/gestao-data-driven-dados-setor-publico/ - 
http://www.digix.com.br/gestao-de-convenios-educacao/ - 
http://www.digix.com.br/gestao-de-convenios-educacao/?utm_source=blog&utm_campaign=rc_blogpost - 
http://www.digix.com.br/gestao-de-pessoas-no-servico-publico/ - 
http://www.digix.com.br/governo-eletronico-informatizacao/ - 
http://www.digix.com.br/hackathon-descubra-o-potencial-para-o-setor-publico/ - 
http://www.digix.com.br/indicadores-de-educacao-para-gestor-publico/?utm_source=blog&utm_campaign=rc_blogpost - 
http://www.digix.com.br/inovacao-no-setor-publico/ - 
http://www.digix.com.br/interoperabilidade-como-os-softwares-governamentais-podem-conversar/ - 
http://www.digix.com.br/interoperabilidade-como-os-softwares-governamentais/ - 
http://www.digix.com.br/intraempreendedorismo-um-caminho-possivel-para-o-servidor-publico/ - 
http://www.digix.com.br/mbv-entenda-o-que-e-minima-burocracia-viavel-no-governo/ - 
http://www.digix.com.br/minima-burocracia-viavel-no-governo/ - 
http://www.digix.com.br/o-que-garante-um-governo-transparente/ - 
http://www.digix.com.br/prestacao-de-contas-publicas/ - 
http://www.digix.com.br/recursos-publicos-roi-das-acoes/ - 
http://www.digix.com.br/setor-publico-facilitar-acesso-credito-imobiliario/ - 
http://www.digix.com.br/sistemas-personalizados-para-solucoes-publicas/ - 
http://www.digix.com.br/software-pode-ajudar-educacao/ - 
http://www.digix.com.br/software-pode-ajudar-educacao/?utm_source=blog&utm_campaign=rc_blogpost - 
http://www.digix.com.br/sustentabilidade-publica-governo-sem-papel-impresso/ - 
http://www.digix.com.br/tecnologias-transformar-servico-publico/ - 
http://www.digix.com.br/terceirizacao-na-administracao-publica/ - 
http://www.digix.com.br/transformacao-digital-no-setor-publico/ - 
http://www.digix.com.br/transformacao-digital-setor-publico/ - 
http://www.digix.com.br/usos-da-tecnologia-da-informacao-para-a-gestao-publica/ - 
http://www.fnde.gov.br/programas/alimentacao-escolar/alimentacao-escolar-conselho-de-alimentacao-escolar?utm_source=blog&utm_campaign=rc_blogpost - 
http://www.fnde.gov.br/programas/alimentacao-escolar?utm_source=blog&utm_campaign=rc_blogpost - 
http://www.leidatransparencia.cnm.org.br/ - 
http://www.planalto.gov.br/CCivil_03/leis/LCP/Lcp131.htm - 
http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2009/lei/l11947.htm?utm_source=blog&utm_campaign=rc_blogpost - 
http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2011/lei/l12527.htm - 
http://www.planalto.gov.br/ccivil_03/constituicao/constituicao.htm?utm_source=blog&utm_campaign=rc_blogpost - 
http://www.planalto.gov.br/ccivil_03/leis/L9394.htm?utm_source=blog&utm_campaign=rc_blogpost - 
http://www.planalto.gov.br/ccivil_03/leis/LCP/Lcp123.htm?utm_source=blog&utm_campaign=rc_blogpost - 
http://www.planalto.gov.br/ccivil_03/mpv/antigas_2001/2200-2.htm - 
http://www.wegov.net.br/programa-hubgov-2017/ - 
http://www2.camara.leg.br/legin/fed/decret/2018/decreto-9318-20-marco-2018-786341-publicacaooriginal-155070-pe.html - 
https://18f.gsa.gov                     - 
https://digix.gupy.io/                  - 
https://nacoesunidas.org/centro-da-onu-participa-de-celebracao-dos-62-anos-do-programa-nacional-de-alimentacao-escolar/?utm_source=blog&utm_campaign=rc_blogpost - 
https://s.w.org                         - /
https://www.facebook.com/somosdigix     - 
https://www.facebook.com/somosdigix/    - 
https://www.google.com/recaptcha/api/fallback?k=6LdLmm8UAAAAACna4LPHqNTXBurDqdSzHQQGMETV - 
https://www.instagram.com/somosdigix    - 
https://www.linkedin.com/company/somosdigix - 
https://www.poupatempo.sp.gov.br/       - 
https://www.twitter.com/somosdigix      - 
https://www.youtube.com/embed/s5nIj1fKZ6g?feature=oembed - 
"
